Date (PST),Time Spent on Tweeting (mins)
2017-10-14,0.41666666666666663
2017-10-15,0.37333333333333335
2017-10-16,0.6900000000000001
2017-10-17,0.5833333333333334
2017-10-18,2.3933333333333335
2017-10-19,0.8633333333333333
2017-10-20,2.42
2017-10-23,0.49333333333333335
2017-10-24,0.4666666666666667
2017-10-25,0.42333333333333334
2017-10-26,1.4433333333333334
2017-10-28,1.0333333333333332
2017-11-07,0.30000000000000004
2017-11-08,0.21666666666666667
2017-11-09,0.8033333333333335
2017-11-10,0.23333333333333334
2017-11-11,0.24333333333333335
2017-11-12,0.6799999999999999
2017-11-13,1.02
2017-11-14,1.3166666666666664
2017-11-15,0.7133333333333334
2017-11-16,0.43333333333333335
2017-11-18,0.5033333333333333
2017-11-19,1.663333333333333
2017-11-20,0.23000000000000004
2017-11-21,0.7166666666666667
2017-11-22,0.6266666666666666
2017-11-24,0.2466666666666667
2017-11-25,0.47000000000000003
2017-11-26,2.006666666666667
2017-11-27,2.0166666666666666
2017-11-28,0.19666666666666666
2017-11-29,2.1933333333333334
2017-11-30,0.5066666666666666
2017-12-01,1.99
2017-12-02,1.66
2017-12-03,4.236666666666666
2017-12-07,1.26
2017-12-10,0.9933333333333334
2017-12-11,0.57
2017-12-12,0.1
2017-12-13,1.1999999999999997
2017-12-14,3.9466666666666663
2017-12-15,0.18333333333333335
2017-12-17,1.5766666666666667
2017-12-19,0.45666666666666667
2017-12-20,3.0033333333333334
2017-12-21,6.1499999999999995
2017-12-22,1.1266666666666667
2017-12-23,3.9966666666666666
2017-12-24,1.1166666666666667
2017-12-26,6.99
2018-01-02,0.6766666666666666
2018-01-03,0.5333333333333333
2018-01-04,0.4033333333333333
2018-01-06,1.6966666666666668
2018-01-08,0.8200000000000001
2018-01-09,0.32333333333333336
2018-01-12,1.55
2018-01-14,1.1066666666666665
2018-01-18,0.33333333333333337
2018-01-24,0.5566666666666666
2018-01-27,5.113333333333333
2018-01-28,1.6433333333333333
2018-01-29,1.27
2018-01-30,0.6766666666666666
2018-01-31,3.17
2018-02-01,0.9366666666666668
2018-02-02,2.1833333333333336
2018-02-03,0.35000000000000003
2018-02-04,1.41
2018-02-05,0.8300000000000001
2018-02-06,6.246666666666667
2018-02-07,0.45
2018-02-11,1.0
2018-02-12,9.746666666666666
2018-02-15,0.7566666666666666
2018-02-16,0.20666666666666667
2018-02-17,0.33666666666666667
2018-02-18,0.30666666666666664
2018-02-19,0.7
2018-02-21,2.5366666666666666
2018-02-22,5.986666666666666
2018-02-23,0.7366666666666666
2018-02-25,1.3766666666666665
2018-02-27,4.076666666666666
2018-03-03,2.65
2018-03-05,1.4
2018-03-06,1.0033333333333332
2018-03-07,2.42
2018-03-08,4.423333333333333
2018-03-09,5.523333333333333
2018-03-10,1.8666666666666667
2018-03-11,0.9666666666666667
2018-03-14,1.4233333333333333
2018-03-15,0.9166666666666667
2018-03-17,0.38333333333333336
2018-03-19,0.8
2018-03-20,0.7666666666666666
2018-03-21,1.4966666666666666
2018-03-22,5.6066666666666665
2018-03-23,7.51
2018-03-24,1.9166666666666665
2018-03-25,4.3999999999999995
2018-03-26,0.4666666666666667
2018-03-27,0.6533333333333333
2018-03-28,2.3833333333333333
2018-03-30,3.376666666666667
2018-04-01,4.79
2018-04-02,6.183333333333334
2018-04-04,1.1366666666666667
2018-04-05,1.3766666666666667
2018-04-06,0.67
2018-04-07,4.26
2018-04-08,1.17
2018-04-09,0.29000000000000004
2018-04-10,1.2466666666666668
2018-04-12,1.06
2018-04-13,2.6166666666666667
2018-04-14,1.3266666666666667
2018-04-15,2.4566666666666666
2018-04-16,0.7166666666666666
2018-04-17,0.8966666666666667
2018-04-18,1.72
2018-04-22,0.24
2018-04-24,0.45
2018-04-25,1.1666666666666667
2018-04-26,0.2366666666666667
2018-04-27,1.2233333333333334
2018-04-30,0.7066666666666668
2018-05-01,0.38333333333333336
2018-05-02,1.76
2018-05-03,0.22333333333333333
2018-05-04,11.01
2018-05-05,4.19
2018-05-07,1.3133333333333335
2018-05-08,3.236666666666667
2018-05-09,4.616666666666667
2018-05-10,5.25
2018-05-11,6.193333333333333
2018-05-12,3.723333333333333
2018-05-13,1.1733333333333333
2018-05-14,4.963333333333333
2018-05-16,2.083333333333333
2018-05-17,0.8400000000000001
2018-05-18,1.6733333333333333
2018-05-19,12.44
2018-05-20,10.453333333333333
2018-05-21,14.213333333333333
2018-05-22,13.16
2018-05-23,24.293333333333333
2018-05-24,10.486666666666666
2018-05-25,10.073333333333332
2018-05-26,25.549999999999997
2018-05-27,1.7000000000000002
2018-05-28,11.063333333333334
2018-05-29,8.44
2018-05-30,9.066666666666666
2018-05-31,5.193333333333333
2018-06-01,1.7133333333333334
2018-06-02,10.97
2018-06-04,0.9766666666666668
2018-06-05,1.6600000000000001
2018-06-07,3.42
2018-06-08,2.4066666666666667
2018-06-09,15.643333333333334
2018-06-10,14.083333333333334
2018-06-11,0.7833333333333334
2018-06-12,1.72
2018-06-13,1.13
2018-06-15,11.283333333333333
2018-06-16,11.166666666666666
2018-06-17,27.47
2018-06-18,9.543333333333333
2018-06-19,7.523333333333333
2018-06-20,10.243333333333334
2018-06-21,5.696666666666666
2018-06-22,3.98
2018-06-23,4.99
2018-06-24,15.703333333333333
2018-06-25,2.7800000000000002
2018-06-26,11.643333333333334
2018-06-27,0.8333333333333333
2018-06-28,5.78
2018-06-29,3.9633333333333334
2018-07-01,0.19333333333333333
2018-07-02,1.0333333333333334
2018-07-03,2.3433333333333333
2018-07-04,4.29
2018-07-05,23.42
2018-07-06,11.546666666666667
2018-07-07,7.393333333333333
2018-07-08,14.406666666666666
2018-07-09,1.3033333333333332
2018-07-10,9.01
2018-07-11,13.023333333333333
2018-07-12,7.503333333333333
2018-07-13,6.793333333333334
2018-07-14,4.23
2018-07-15,0.4266666666666667
2018-07-17,2.19
2018-07-18,0.6366666666666667
2018-07-19,1.67
2018-07-20,8.24
2018-07-21,1.4499999999999997
2018-07-22,2.453333333333333
2018-07-23,2.54
2018-07-24,0.19666666666666666
2018-07-25,1.47
2018-07-26,1.3866666666666667
2018-07-27,2.1466666666666665
2018-07-29,4.35
2018-07-30,0.8633333333333333
2018-07-31,5.543333333333333
2018-08-01,6.983333333333333
2018-08-02,0.34
2018-08-04,0.41333333333333333
2018-08-05,8.040000000000001
2018-08-07,5.226666666666667
2018-08-08,1.8
2018-08-09,1.3766666666666667
2018-08-10,2.916666666666667
2018-08-11,2.623333333333333
2018-08-12,0.31666666666666665
2018-08-13,3.5933333333333333
2018-08-15,1.1433333333333333
2018-08-16,0.7066666666666666
2018-08-17,0.22000000000000003
2018-08-18,0.38666666666666666
2018-08-19,0.9533333333333334
2018-08-21,1.9066666666666667
2018-08-22,1.8833333333333333
2018-08-23,3.123333333333333
2018-08-24,3.07
2018-08-25,6.623333333333333
2018-08-27,0.56
2018-08-28,4.81
2018-08-29,0.26
2018-08-30,1.98
2018-09-03,0.6499999999999999
2018-09-04,0.7433333333333333
2018-09-05,0.54
2018-09-06,0.3566666666666667
2018-09-07,1.83
2018-09-08,1.9333333333333333
2018-09-10,1.9166666666666665
2018-09-11,0.33666666666666667
2018-09-12,1.3599999999999999
2018-09-13,2.93
2018-09-14,2.08
2018-09-15,0.72
2018-09-16,8.983333333333333
2018-09-17,7.283333333333333
2018-09-18,4.616666666666667
2018-09-19,3.4400000000000004
2018-09-20,7.1
2018-09-21,1.79
2018-09-24,1.0266666666666666
2018-09-25,1.54
2018-09-26,1.2166666666666668
2018-09-28,2.39
2018-09-29,0.5566666666666666
2018-10-01,2.1133333333333333
2018-10-04,11.446666666666667
2018-10-05,5.36
2018-10-06,3.253333333333333
2018-10-07,1.0
2018-10-08,1.6400000000000001
2018-10-09,3.16
2018-10-10,0.7866666666666666
2018-10-11,1.3499999999999999
2018-10-12,3.65
2018-10-13,2.0733333333333333
2018-10-14,2.92
2018-10-15,2.59
2018-10-16,5.47
2018-10-17,2.5933333333333337
2018-10-18,4.846666666666667
2018-10-19,4.253333333333334
2018-10-21,4.263333333333334
2018-10-22,4.87
2018-10-23,3.8466666666666667
2018-10-24,0.9966666666666667
2018-10-25,7.11
2018-10-26,15.763333333333334
2018-10-29,1.35
2018-10-31,3.9166666666666665
2018-11-01,3.2266666666666666
2018-11-02,10.436666666666666
2018-11-03,3.3866666666666667
2018-11-06,2.913333333333333
2018-11-07,2.31
2018-11-08,2.25
2018-11-09,1.8366666666666664
2018-11-10,4.35
2018-11-11,1.4566666666666668
2018-11-12,0.45666666666666667
2018-11-13,1.0366666666666666
2018-11-14,1.4500000000000002
2018-11-15,7.71
2018-11-16,3.02
2018-11-17,2.9433333333333334
2018-11-19,12.37
2018-11-20,0.27
2018-11-21,2.086666666666667
2018-11-23,0.48333333333333334
2018-11-25,3.8533333333333335
2018-11-26,3.17
2018-11-27,0.7533333333333334
2018-11-28,1.8833333333333333
2018-11-29,4.79
2018-11-30,1.78
2018-12-01,7.3933333333333335
2018-12-02,1.4633333333333334
2018-12-03,0.9533333333333333
2018-12-04,0.24
2018-12-05,3.35
2018-12-06,0.6566666666666666
2018-12-08,6.26
2018-12-09,4.316666666666666
2018-12-10,2.3066666666666666
2018-12-11,7.733333333333333
2018-12-12,0.39
2018-12-13,1.2233333333333332
2018-12-14,0.7033333333333334
2018-12-15,3.5966666666666667
2018-12-16,0.43000000000000005
2018-12-17,0.7433333333333333
2018-12-18,7.87
2018-12-19,12.35
2018-12-20,2.0933333333333333
2018-12-21,0.7433333333333334
2018-12-22,19.69333333333333
2018-12-23,4.793333333333333
2018-12-24,3.6333333333333333
2018-12-25,1.4466666666666668
2018-12-26,11.583333333333332
2018-12-27,0.30000000000000004
2018-12-28,0.43333333333333335
2018-12-30,1.5066666666666666
2018-12-31,1.2333333333333334
2019-01-02,0.48333333333333334
2019-01-03,5.473333333333334
2019-01-04,3.58
2019-01-05,5.886666666666667
2019-01-06,4.413333333333333
2019-01-07,0.2466666666666667
2019-01-08,0.5033333333333334
2019-01-09,7.123333333333333
2019-01-10,3.296666666666667
2019-01-11,0.41333333333333333
2019-01-12,0.21666666666666667
2019-01-13,2.5233333333333334
2019-01-14,0.55
2019-01-16,6.826666666666666
2019-01-18,2.02
2019-01-20,0.9333333333333333
2019-01-21,1.0866666666666664
2019-01-22,3.4133333333333336
2019-01-23,2.6499999999999995
2019-01-24,2.756666666666667
2019-01-25,3.9266666666666667
2019-01-26,2.283333333333333
2019-01-27,1.7466666666666668
2019-01-28,1.56
2019-01-29,0.22333333333333333
2019-01-30,4.31
2019-01-31,11.193333333333333
2019-02-01,2.1433333333333335
2019-02-02,3.5033333333333334
2019-02-03,3.5733333333333333
2019-02-04,0.2466666666666667
2019-02-05,1.92
2019-02-06,0.8933333333333333
2019-02-07,3.9566666666666666
2019-02-08,3.9433333333333334
2019-02-09,1.4233333333333333
2019-02-10,10.693333333333333
2019-02-11,0.5966666666666667
2019-02-12,3.0133333333333336
2019-02-13,4.423333333333333
2019-02-14,1.0833333333333333
2019-02-15,0.8799999999999999
2019-02-16,3.393333333333333
2019-02-18,1.02
2019-02-19,1.4533333333333334
2019-02-21,24.98
2019-02-22,0.9733333333333334
2019-02-25,2.4466666666666668
2019-02-26,6.8
2019-02-27,1.1966666666666668
2019-02-28,5.383333333333333
2019-03-01,6.13
2019-03-02,6.316666666666666
2019-03-03,7.7700000000000005
2019-03-04,1.1733333333333333
2019-03-05,0.91
2019-03-06,0.7566666666666667
2019-03-07,8.29
2019-03-08,3.966666666666667
2019-03-09,5.203333333333333
2019-03-10,1.4100000000000001
2019-03-11,8.653333333333332
2019-03-12,1.0466666666666669
2019-03-13,1.2033333333333334
2019-03-14,3.0033333333333334
2019-03-15,3.3966666666666665
2019-03-16,8.14
2019-03-17,11.086666666666668
2019-03-20,0.71
2019-03-21,6.633333333333334
2019-03-22,0.73
2019-03-24,2.7133333333333334
2019-03-25,1.3399999999999999
2019-03-26,5.233333333333333
2019-03-27,0.6266666666666667
2019-03-28,1.6466666666666667
2019-03-29,11.856666666666666
2019-03-30,4.683333333333334
2019-03-31,3.1966666666666668
2019-04-01,3.566666666666667
2019-04-02,2.0833333333333335
2019-04-03,7.5
2019-04-04,8.846666666666668
2019-04-05,3.0633333333333335
2019-04-06,5.996666666666666
2019-04-07,3.0233333333333334
2019-04-08,3.4
2019-04-09,2.55
2019-04-10,4.173333333333334
2019-04-11,4.266666666666667
2019-04-12,4.113333333333333
2019-04-13,8.513333333333334
2019-04-14,19.166666666666668
2019-04-15,1.9066666666666667
2019-04-16,1.23
2019-04-17,0.7200000000000001
2019-04-18,3.3266666666666667
2019-04-19,6.11
2019-04-20,3.25
2019-04-21,0.99
2019-04-22,7.743333333333334
2019-04-23,16.400000000000002
2019-04-24,2.1966666666666668
2019-04-25,2.2
2019-04-26,5.246666666666667
2019-04-27,0.6799999999999999
2019-04-28,7.366666666666666
2019-04-29,7.136666666666667
2019-04-30,0.8633333333333334
2019-05-02,1.0866666666666667
2019-05-03,0.6433333333333333
2019-05-04,3.91
2019-05-05,4.426666666666667
2019-05-06,0.7633333333333334
2019-05-07,3.8066666666666666
2019-05-08,3.6733333333333333
2019-05-09,7.293333333333334
2019-05-10,3.5033333333333334
2019-05-11,3.1933333333333334
2019-05-12,1.4666666666666668
2019-05-13,0.49333333333333335
2019-05-14,3.703333333333333
2019-05-15,1.31
2019-05-16,2.8
2019-05-17,4.626666666666667
2019-05-18,4.483333333333333
2019-05-19,1.3566666666666667
2019-05-21,2.1233333333333335
2019-05-22,11.856666666666666
2019-05-23,13.22
2019-05-24,9.15
2019-05-25,9.17
2019-05-26,3.9566666666666666
2019-05-27,4.89
2019-05-29,1.9933333333333332
2019-05-30,6.393333333333333
2019-05-31,5.22
2019-06-01,0.9099999999999999
2019-06-03,2.2533333333333334
2019-06-04,1.7733333333333334
2019-06-05,0.49333333333333335
2019-06-06,0.29
2019-06-09,0.46666666666666673
2019-06-10,3.5566666666666666
2019-06-11,0.5433333333333333
2019-06-12,2.75
2019-06-13,2.1433333333333335
2019-06-14,3.3833333333333333
2019-06-15,5.176666666666667
2019-06-16,4.1000000000000005
2019-06-18,2.5533333333333337
2019-06-19,3.4733333333333336
2019-06-20,2.0766666666666667
2019-06-21,3.82
2019-06-22,0.55
2019-06-23,8.593333333333334
2019-06-24,16.98
2019-06-25,5.246666666666667
2019-06-26,7.4433333333333325
2019-06-27,4.8133333333333335
2019-06-28,2.0966666666666667
2019-06-29,2.63
2019-07-01,0.97
2019-07-02,2.5133333333333336
2019-07-03,3.78
2019-07-06,1.6400000000000001
2019-07-07,13.663333333333332
2019-07-08,2.87
2019-07-09,6.336666666666667
2019-07-10,0.49333333333333335
2019-07-11,4.373333333333334
2019-07-12,2.4
2019-07-13,6.373333333333333
2019-07-14,0.7466666666666667
2019-07-15,0.3766666666666667
2019-07-16,9.536666666666667
2019-07-17,3.5966666666666667
2019-07-18,7.3133333333333335
2019-07-19,3.0233333333333334
2019-07-20,0.25333333333333335
2019-07-21,4.43
2019-07-22,5.116666666666667
2019-07-24,4.91
2019-07-25,2.5100000000000002
2019-07-26,1.0333333333333334
2019-07-27,12.9
2019-07-28,1.8133333333333335
2019-07-29,0.8966666666666667
2019-07-30,0.6133333333333334
2019-07-31,1.0666666666666667
2019-08-01,2.916666666666667
2019-08-02,1.57
2019-08-03,5.62
2019-08-04,5.366666666666667
2019-08-05,4.25
2019-08-06,1.6633333333333333
2019-08-07,3.35
2019-08-08,3.8466666666666667
2019-08-09,10.116666666666667
2019-08-10,1.04
2019-08-11,2.02
2019-08-13,0.6666666666666666
2019-08-14,2.3766666666666665
2019-08-15,3.22
2019-08-16,2.3666666666666667
2019-08-17,1.0633333333333335
2019-08-18,7.253333333333333
2019-08-19,0.74
2019-08-20,8.04
2019-08-21,0.56
2019-08-23,0.5766666666666667
2019-08-24,5.696666666666667
2019-08-25,0.8766666666666667
2019-08-26,2.09
2019-08-27,3.726666666666667
2019-08-28,3.89
2019-08-29,1.5
2019-08-30,1.35
2019-09-03,2.48
2019-09-04,2.0933333333333333
2019-09-05,4.386666666666667
2019-09-06,1.0833333333333335
2019-09-07,10.65
2019-09-08,0.5800000000000001
2019-09-09,12.086666666666666
2019-09-10,5.786666666666667
2019-09-11,5.58
2019-09-12,2.526666666666667
2019-09-13,3.6733333333333333
2019-09-14,10.49
2019-09-15,3.6900000000000004
2019-09-16,3.3333333333333335
2019-09-17,7.993333333333333
2019-09-18,2.99
2019-09-19,4.61
2019-09-20,3.1666666666666665
2019-09-21,0.37
2019-09-22,8.83
2019-09-23,3.2866666666666666
2019-09-24,9.57
2019-09-25,8.1
2019-09-26,3.5133333333333336
2019-09-27,6.84
2019-09-28,2.4066666666666667
2019-09-30,1.5133333333333334
2019-10-01,8.43
2019-10-02,3.48
2019-10-03,1.9700000000000002
2019-10-04,1.0366666666666666
2019-10-05,1.2633333333333334
2019-10-06,3.2266666666666666
2019-10-07,1.52
2019-10-08,5.036666666666666
2019-10-09,6.323333333333333
2019-10-10,1.8233333333333333
2019-10-11,7.71
2019-10-12,6.183333333333334
2019-10-13,2.8566666666666665
2019-10-14,16.31
2019-10-15,3.9733333333333336
2019-10-16,1.62
2019-10-17,2.3633333333333333
2019-10-21,2.566666666666667
2019-10-23,2.716666666666667
2019-10-24,3.816666666666667
2019-10-25,3.2600000000000002
2019-10-26,1.54
2019-10-27,1.42
2019-10-28,8.033333333333333
2019-10-29,4.11
2019-10-30,2.0900000000000003
2019-10-31,1.6466666666666665
2019-11-01,0.6699999999999999
2019-11-04,3.243333333333333
2019-11-05,1.7599999999999998
2019-11-06,3.1366666666666667
2019-11-07,11.3
2019-11-09,1.6533333333333333
2019-11-10,0.7333333333333334
2019-11-12,1.4066666666666667
2019-11-13,3.6300000000000003
2019-11-14,0.7866666666666667
2019-11-15,0.7966666666666666
2019-11-16,0.25333333333333335
2019-11-17,1.2233333333333332
2019-11-18,2.5533333333333337
2019-11-19,1.4266666666666667
2019-11-20,1.5533333333333332
2019-11-21,3.04
2019-11-22,5.273333333333333
2019-11-23,1.2933333333333334
2019-11-24,9.926666666666666
2019-11-25,1.9833333333333334
2019-11-26,0.73
2019-11-27,1.9566666666666666
2019-11-29,0.2366666666666667
2019-11-30,3.96
2019-12-01,1.9866666666666668
2019-12-02,1.4066666666666667
2019-12-03,1.4166666666666667
2019-12-06,3.1366666666666667
2019-12-07,5.37
2019-12-09,0.38
2019-12-10,4.16
2019-12-11,2.6733333333333333
2019-12-12,3.76
2019-12-13,4.013333333333334
2019-12-14,0.8200000000000001
2019-12-16,0.67
2019-12-17,0.6566666666666667
2019-12-18,2.8466666666666667
2019-12-19,3.6233333333333335
2019-12-20,1.4733333333333334
2019-12-21,3.046666666666667
2019-12-22,11.726666666666667
2019-12-23,0.5700000000000001
2019-12-24,2.42
2019-12-26,11.983333333333334
2019-12-27,5.4366666666666665
2019-12-28,12.48
2019-12-29,26.25
2019-12-30,8.166666666666666
2019-12-31,1.0733333333333333
2020-01-03,1.2133333333333334
2020-01-04,0.19333333333333333
2020-01-05,0.7366666666666667
2020-01-06,0.6000000000000001
2020-01-07,4.873333333333333
2020-01-08,0.61
2020-01-09,2.2233333333333336
2020-01-10,4.866666666666666
2020-01-11,4.503333333333334
2020-01-12,0.21000000000000002
2020-01-13,1.4766666666666668
2020-01-14,4.273333333333333
2020-01-15,0.6666666666666666
2020-01-16,10.203333333333333
2020-01-17,2.94
2020-01-18,0.5433333333333333
2020-01-19,2.1166666666666667
2020-01-20,0.4966666666666667
2020-01-21,6.206666666666667
2020-01-22,2.1166666666666667
2020-01-23,1.6466666666666667
2020-01-24,4.536666666666666
2020-01-25,0.9500000000000001
2020-01-26,0.32
2020-01-27,2.4733333333333336
2020-01-28,1.3266666666666667
2020-01-29,2.29
2020-01-30,4.276666666666667
2020-01-31,2.8033333333333332
2020-02-01,6.6066666666666665
2020-02-02,14.32
2020-02-03,2.496666666666667
2020-02-04,2.75
2020-02-05,2.55
2020-02-06,11.620000000000001
2020-02-07,2.2133333333333334
2020-02-08,2.72
2020-02-09,3.8666666666666667
2020-02-10,7.723333333333333
2020-02-11,0.95
2020-02-12,0.46
2020-02-13,1.0699999999999998
2020-02-14,10.153333333333334
2020-02-15,2.8066666666666666
2020-02-17,3.3266666666666667
2020-02-18,0.29000000000000004
2020-02-19,5.1
2020-02-20,5.706666666666667
2020-02-21,3.4033333333333333
2020-02-22,0.7066666666666667
2020-02-24,0.25333333333333335
2020-02-25,5.723333333333334
2020-02-26,1.68
2020-02-27,0.8766666666666667
2020-02-28,1.5799999999999998
2020-03-01,1.2133333333333334
2020-03-02,3.5433333333333334
2020-03-03,1.87
2020-03-04,2.783333333333333
2020-03-05,0.27
2020-03-06,1.7866666666666666
2020-03-07,3.1066666666666665
2020-03-08,1.5566666666666666
2020-03-09,6.9366666666666665
2020-03-10,1.85
2020-03-11,4.58
2020-03-14,4.363333333333333
2020-03-16,7.93
2020-03-17,3.66
2020-03-18,7.433333333333334
2020-03-19,5.863333333333333
2020-03-20,2.743333333333333
2020-03-21,6.8500000000000005
2020-03-22,6.4366666666666665
2020-03-23,10.24
2020-03-24,2.38
2020-03-25,3.313333333333333
2020-03-26,3.356666666666667
2020-03-27,5.25
2020-03-28,0.48000000000000004
2020-03-30,3.533333333333333
2020-03-31,3.1133333333333333
2020-04-01,1.95
2020-04-02,7.236666666666666
2020-04-03,9.163333333333334
2020-04-04,1.92
2020-04-05,10.313333333333333
2020-04-06,3.8633333333333337
2020-04-07,3.1333333333333333
2020-04-08,7.55
2020-04-09,2.6399999999999997
2020-04-10,1.7266666666666668
2020-04-11,5.699999999999999
2020-04-12,1.1966666666666668
2020-04-13,2.27
2020-04-14,2.1233333333333335
2020-04-15,24.566666666666666
2020-04-16,11.86
2020-04-17,8.856666666666667
2020-04-18,10.303333333333333
2020-04-19,1.9433333333333334
2020-04-20,0.42333333333333334
2020-04-21,4.776666666666666
2020-04-22,10.226666666666667
2020-04-23,7.59
2020-04-24,6.506666666666667
2020-04-25,7.069999999999999
2020-04-26,10.41
2020-04-27,3.3533333333333335
2020-04-28,1.43
2020-04-29,2.6033333333333335
2020-04-30,4.243333333333333
2020-05-01,7.433333333333334
